What grape is Chablis made from?,Chardonnay,16.4% for Riesling and Muscat; 18.2% for Pinot Gris and Gewurztraminer,14% for Riesling and Muscat; 15.3% for Pinot Gris and Gewurztraminer,"Oily, high in alcohol, low acidity, rich, aromatic, exotic fruit (e.g. melon, mango, ripe banana), sometimes botrytis in dry wines"
What grape is Beaujolais made from?,Gamay,"Pinot Blanc, Sylvaner, Pinot Noir",16.4% for Riesling and Muscat; 18.2% for Pinot Gris and Gewurztraminer,"High in acidity, vegetal notes, aromas of green apples and citurs pith in younger dry examples; late harvested sweet versions can have powerful of botrytis"
What grape variety is Macon made from?,Chardonnay,The Vosges,"Pinot Blanc, Sylvaner, Pinot Noir",It buds late
What grape variety is Pouilly-Fuisse made from?,Chardonnay,100%,The Vosges,Bunches loosely formed; thick-skinned grapes; high skin to pulp ratio; resistant to rot & insects
In which region is Pouilly-Fuisse made?,Burgundy,The Loire Valley,100%,Full bodied; high acidity; tannic; ages well; flavours of blackcurrant
In which region is Macon made?,Burgundy,The Loire Valley,The Loire Valley,"Green capsicum, cedarwood"
What are the 10 Beaujolais Crus?,"Saint Amour, Julienas, Chenas, Moulin a Vent, Chiroubles, Fleurie, Morgon, Regnie, Cote de Brouilly and Brouilly",The Loire Valley,The Loire Valley,"Black cherry, black olive; Australians may have mint, eucalyptus or menthol"
Which of the Beaujolais crus has the largest production?,Brouilly,Sauvignon Blanc,The Loire Valley,"Bordeaux (Medoc), Coonawarra (SE Australia), Hawkes Bay, Napa, Colchagua"
How many villages have the right to call their wine Beaujolais Villages?,@,"Sauvignon Blanc, Pinot Noir",Sauvignon Blanc,"St Emillion, Pomerol"
"What are the ""noble"" grape varieties of the Alsace region?","Riesling, Muscat, Gewurztraminer, Pinot Gris","Riesling, Muscat, Gewurztraminer, Pinot Gris","Sauvignon Blanc, Pinot Noir","Bordeaux, California, Chile, South of France, Australia/South Africa"
What are the two names classifying late and very late harvest Alsace wines?,Vendange Tardive (VT) and Selection de Grains Nobles (SGN),Vendange Tardive (VT) and Selection de Grains Nobles (SGN),"Riesling, Muscat, Gewurztraminer, Pinot Gris","Grapes harvested as late as possible to generate maximum possible degree of intense purple colour, blackberry/plum, soft velvety tannins, rich full body - high alcohol & concentrated fruit. May be supported by toasty new oak."
"What is the minimum natural potential alcohol for grapes used in an Alsace ""Vendange Tardive"" wine?",14% for Riesling and Muscat; 15.3% for Pinot Gris and Gewurztraminer,14% for Riesling and Muscat; 15.3% for Pinot Gris and Gewurztraminer,Vendange Tardive (VT) and Selection de Grains Nobles (SGN),"Harvest earier than international style, making wine with lighter body and alcohol and more red fruit character (raspberries/ripe strawberries) and vegetal/leafy aromas."
"What is the minimum natural potential alcohol for grapes used in an Alsace ""SGN"" wine?",16.4% for Riesling and Muscat; 18.2% for Pinot Gris and Gewurztraminer,16.4% for Riesling and Muscat; 18.2% for Pinot Gris and Gewurztraminer,14% for Riesling and Muscat; 15.3% for Pinot Gris and Gewurztraminer,A maritime climate where most rainfall occurs in winter
"Which grapes are widely grown in the Alsace region aside from the ""noble"" grape varieties?","Pinot Blanc, Sylvaner, Pinot Noir","Pinot Blanc, Sylvaner, Pinot Noir",16.4% for Riesling and Muscat; 18.2% for Pinot Gris and Gewurztraminer,Extreme temperatures in both summer and winter
Which mountains lie to the west of the Alsace region?,The Vosges,Vendange Tardive (VT) and Selection de Grains Nobles (SGN),"Pinot Blanc, Sylvaner, Pinot Noir","California, Chile, South Africa, South & South West Australia"
"If an Alsace wine has the grape named on the label, what is the minimum required % of that grape?",100%,14% for Riesling and Muscat; 15.3% for Pinot Gris and Gewurztraminer,The Vosges,Continental
In which region is Pouilly-Fume made?,The Loire Valley,16.4% for Riesling and Muscat; 18.2% for Pinot Gris and Gewurztraminer,100%,"water - rivers, seas etc."
In which region is Sancerre made?,The Loire Valley,"Pinot Blanc, Sylvaner, Pinot Noir",The Loire Valley,Canopy management
In which region is Menetou-Salon made?,The Loire Valley,The Vosges,The Loire Valley,"Smudge pots (creating smoke), wind machines, sprinklers"
From which grape variety is Pouilly-Fume made?,Sauvignon Blanc,100%,The Loire Valley,"Dilution of sugars and flavours in the grapes, and rot"
From which grape varieties could Sancerre be made from?,"Sauvignon Blanc, Pinot Noir",The Loire Valley,Sauvignon Blanc,"Argentina (Mendoza), Barolo"
From which grapes would white Touraines be made from?,"Sauvignon Blanc, Chenin Blanc",The Loire Valley,"Sauvignon Blanc, Pinot Noir",Floral abortion - the term used when non-fertilized blossom is shed
From which grapes would red Touraines be made from?,"Gamay, Cabernet Franc",The Loire Valley,"Riesling, Muscat, Gewurztraminer, Pinot Gris",The appearance of small seedless grapes within a bunch - usually the result of unsatisfactory pollination
Which grape variety is used to produce Chinon wine?,Cabernet Franc,Sauvignon Blanc,Vendange Tardive (VT) and Selection de Grains Nobles (SGN),Pudding stones or galets
Which grape variety is used to produce Bourgueil wine?,Cabernet Franc,"Sauvignon Blanc, Pinot Noir",14% for Riesling and Muscat; 15.3% for Pinot Gris and Gewurztraminer,"to restrict vegetative growth, to direct sugar production to the grapes rather than the growth of shoots and leaves, to control the leaf canopy to increase exposure of grapes to sunshine, to aerate grapes reducing chane of fungal infections"
Which grape varieties are used in the production of Saumur AC wines?,Chenin Blanc & Cabernet Franc,"Riesling, Muscat, Gewurztraminer, Pinot Gris",16.4% for Riesling and Muscat; 18.2% for Pinot Gris and Gewurztraminer,The cordon
In which region are Saumur AC wines made?,The Loire Valley,Vendange Tardive (VT) and Selection de Grains Nobles (SGN),"Pinot Blanc, Sylvaner, Pinot Noir","The southern Rhone, Barossa Valley"
In which region are Anjou wines made?,The Loire Valley,14% for Riesling and Muscat; 15.3% for Pinot Gris and Gewurztraminer,The Vosges,"Restricted airflow in the canopy increasing chance of rot, and the shade created by the canopy may inhibit ripening"
In which region are Coteaux du Layon wines made?,The Loire Valley,Vendange Tardive (VT) and Selection de Grains Nobles (SGN),100%,"Bush trained, but shoots tied together at the tips, which helps expose bunches to air and sunlight"
In which region are Savennieres wines made?,The Loire Valley,14% for Riesling and Muscat; 15.3% for Pinot Gris and Gewurztraminer,The Loire Valley,Large crops of bloated flavourless grapes; wine lacking character
Which grape variety is used to produce Coteaux du Layon?,Chenin Blanc,16.4% for Riesling and Muscat; 18.2% for Pinot Gris and Gewurztraminer,The Loire Valley,The grapes may fail to ripen properly as the sugars produced in the leaves are shared between too many grapes
Which grape variety is used to produce Savennieres?,Chenin Blanc,"Pinot Blanc, Sylvaner, Pinot Noir",The Loire Valley,Where the grower goes through the vineyard at veraison and pick out excess bunches
Which grape varieties are used in the production of Anjou wines?,"Chenin Blanc, Cabernet Franc, Grolleau, Gamay",The Vosges,Sauvignon Blanc,"Phylloxera; Grape Moths (Cochylis, Pyralis & Eudemis); Red & yellow spider mites; Nematodes; Birds & animals (deer, wild boar, badgers)"
Which grape is Melon Blanc an alternative name for?,Muscadet,100%,"Sauvignon Blanc, Pinot Noir","Oily, high in alcohol, low acidity, rich, aromatic, exotic fruit (e.g. melon, mango, ripe banana), sometimes botrytis in dry wines"
In which region are Cote Rotie wines produced?,Northern Rhone,The Loire Valley,"Marsanne, Roussanne","High in acidity, vegetal notes, aromas of green apples and citurs pith in younger dry examples; late harvested sweet versions can have powerful of botrytis"
In which region are Condrieu wines produced?,Northern Rhone,The Loire Valley,"Marsanne, Roussanne",It buds late
Which region produces Corzes-Hermitage?,Northern Rhone,The Loire Valley,"Grenache, Syrah, Mourvedre",Bunches loosely formed; thick-skinned grapes; high skin to pulp ratio; resistant to rot & insects
Which region prduces Hermitage wines?,Northern Rhone,Sauvignon Blanc,Southern Rhone,Full bodied; high acidity; tannic; ages well; flavours of blackcurrant
In which region are Cornas wines produced?,Northern Rhone,"Sauvignon Blanc, Pinot Noir",Southern Rhone,"Green capsicum, cedarwood"
Which region would a Saint-Joseph wine be from?,Northern Rhone,"Riesling, Muscat, Gewurztraminer, Pinot Gris",Southern Rhone,"Black cherry, black olive; Australians may have mint, eucalyptus or menthol"
Which would be the major grape variety in a Cote Rotie?,Syrah,Vendange Tardive (VT) and Selection de Grains Nobles (SGN),Southern Rhone,"Bordeaux (Medoc), Coonawarra (SE Australia), Hawkes Bay, Napa, Colchagua"
Which grape is the main constituent of a Condrieu wine?,Viognier,14% for Riesling and Muscat; 15.3% for Pinot Gris and Gewurztraminer,Southern Rhone,"St Emillion, Pomerol"
Which grape is the main constituent in a red Saint-Joesph wine?,Syrah,16.4% for Riesling and Muscat; 18.2% for Pinot Gris and Gewurztraminer,"Grenache, Syrah, Mourvedre, Clairette, Roussanne","Bordeaux, California, Chile, South of France, Australia/South Africa"
Which grape is the main constituent in a red Hermitage wine?,Syrah,"Pinot Blanc, Sylvaner, Pinot Noir",13,"Grapes harvested as late as possible to generate maximum possible degree of intense purple colour, blackberry/plum, soft velvety tannins, rich full body - high alcohol & concentrated fruit. May be supported by toasty new oak."
A Cornas wine must be made from which grape?,Syrah,The Vosges,Red,"Harvest earier than international style, making wine with lighter body and alcohol and more red fruit character (raspberries/ripe strawberries) and vegetal/leafy aromas."
Which grapes would typically be used in producing a white Crozes-Hermitage?,"Marsanne, Roussanne",100%,Rose,A maritime climate where most rainfall occurs in winter
Which grapes would typically be used in producing a white Saint-Joseph?,"Marsanne, Roussanne",The Loire Valley,"Grenache, Syrah, Mourvedre",Extreme temperatures in both summer and winter
Which grapes are typically used in the production of Gigondas wines?,"Grenache, Syrah, Mourvedre",The Loire Valley,Southern Rhone,"California, Chile, South Africa, South & South West Australia"
In which region are Tavel wines produced?,Southern Rhone,The Loire Valley,"Sauvignon Blanc, Pinot Noir",Continental
In which region are Lirac wines produced?,Southern Rhone,Sauvignon Blanc,"Riesling, Muscat, Gewurztraminer, Pinot Gris","water - rivers, seas etc."
In which region are Vacqueyras wines produced?,Southern Rhone,"Sauvignon Blanc, Pinot Noir",Vendange Tardive (VT) and Selection de Grains Nobles (SGN),Canopy management
Cotes du Rhone wines are typically from the Northern or Southern Rhone regions?,Southern Rhone,"Riesling, Muscat, Gewurztraminer, Pinot Gris",14% for Riesling and Muscat; 15.3% for Pinot Gris and Gewurztraminer,"Smudge pots (creating smoke), wind machines, sprinklers"
Chateauneuf du Pape wines are made in which region?,Southern Rhone,Vendange Tardive (VT) and Selection de Grains Nobles (SGN),16.4% for Riesling and Muscat; 18.2% for Pinot Gris and Gewurztraminer,"Dilution of sugars and flavours in the grapes, and rot"
Which grapes are typical components of Chteauneuf du Pape wines?,"Grenache, Syrah, Mourvedre, Clairette, Roussanne",14% for Riesling and Muscat; 15.3% for Pinot Gris and Gewurztraminer,"Pinot Blanc, Sylvaner, Pinot Noir","Argentina (Mendoza), Barolo"
How many different grape varieties are permitted to be blended in a Chateauneuf du Pape wine?,13,16.4% for Riesling and Muscat; 18.2% for Pinot Gris and Gewurztraminer,The Vosges,Floral abortion - the term used when non-fertilized blossom is shed
"Gigondas wines are typically - red, white or rose?",Red,"Pinot Blanc, Sylvaner, Pinot Noir",100%,The appearance of small seedless grapes within a bunch - usually the result of unsatisfactory pollination
"Tavel wines are typically - red, white or rose?",Rose,The Vosges,The Loire Valley,Pudding stones or galets
Which grapes are typically used in the production of Vacqueyras wines?,"Grenache, Syrah, Mourvedre",100%,The Loire Valley,The Loire Valley
Costieres de Nimes is South of which French wine region?,Southern Rhone,The Loire Valley,The Loire Valley,The Loire Valley
Where would you find the Cotes de Vivarais and Coteaux du Tricastin Acs?,North of the Southern Rhone region,The Loire Valley,Sauvignon Blanc,The Loire Valley
Where would you find the Cotes du Ventoux and Cotes du Luberon Acs?,East of the Southern Rhone region,The Loire Valley,"Sauvignon Blanc, Pinot Noir",Sauvignon Blanc
Which grape varities are typically used in the production of Corbieres AC wines?,"Carignan, Grenache, Cinsault",Sauvignon Blanc,"Riesling, Muscat, Gewurztraminer, Pinot Gris","Sauvignon Blanc, Pinot Noir"
In which region are Valais wines produced?,Switzerland,Southern Rhone,Vendange Tardive (VT) and Selection de Grains Nobles (SGN),"Riesling, Muscat, Gewurztraminer, Pinot Gris"
In which region are Vaud wines produced?,Switzerland,Southern Rhone,"Sauvignon Blanc, Pinot Noir",Sauvignon Blanc
In which region are Ticino wines produced?,Switzerland,Southern Rhone,"Riesling, Muscat, Gewurztraminer, Pinot Gris","Sauvignon Blanc, Pinot Noir"
What grape variety is most predominant in Vaud wines?,Chasselas (Dorin),Southern Rhone,Vendange Tardive (VT) and Selection de Grains Nobles (SGN),"Riesling, Muscat, Gewurztraminer, Pinot Gris"
Which grape variety is most predominant in Ticino wines?,Merlot,Southern Rhone,14% for Riesling and Muscat; 15.3% for Pinot Gris and Gewurztraminer,Vendange Tardive (VT) and Selection de Grains Nobles (SGN)
What grapes are typically used in the production of Dole wine?,Pinot Noir & Gamay,"Grenache, Syrah, Mourvedre, Clairette, Roussanne",16.4% for Riesling and Muscat; 18.2% for Pinot Gris and Gewurztraminer,14% for Riesling and Muscat; 15.3% for Pinot Gris and Gewurztraminer
Which are the two grand cru sites in the Vaud region?,"Dezayley, Calamin",13,"Pinot Blanc, Sylvaner, Pinot Noir",16.4% for Riesling and Muscat; 18.2% for Pinot Gris and Gewurztraminer
In which region are Wachau wines produced?,Austria (Lower Austria / Niederosterreich),Red,The Vosges,"Pinot Blanc, Sylvaner, Pinot Noir"
In which region are Kamptal wines produced?,Austria (Lower Austria / Niederosterreich),Rose,100%,The Vosges
In which region are Kremstal wines produced?,Austria (Lower Austria / Niederosterreich),"Grenache, Syrah, Mourvedre",The Loire Valley,100%
In which region are Barolo wines produced?,"Piemonte, Italy",Southern Rhone,The Loire Valley,The Loire Valley
In which region are Barbaresco wines produced?,"Piemonte, Italy",Chardonnay,The Loire Valley,The Loire Valley
In which region are Langhe DOC wines produced?,"Piemonte, Italy",Burgundy,Sauvignon Blanc,The Loire Valley
Gavi DOCG wines are made from which grape?,Cortese,Burgundy,"Sauvignon Blanc, Pinot Noir",Sauvignon Blanc
Barolo DOCG wines are made from which grape?,Nebbiolo,"Saint Amour, Julienas, Chenas, Moulin a Vent, Chiroubles, Fleurie, Morgon, Regnie, Cote de Brouilly and Brouilly","Riesling, Muscat, Gewurztraminer, Pinot Gris","Sauvignon Blanc, Pinot Noir"
Barbaresco DOCG wines are made from which grape?,Nebbiolo,Brouilly,Vendange Tardive (VT) and Selection de Grains Nobles (SGN),"Riesling, Muscat, Gewurztraminer, Pinot Gris"
Which is the predominant grape variety in the Cahors region of France?,Malbec,@,14% for Riesling and Muscat; 15.3% for Pinot Gris and Gewurztraminer,Vendange Tardive (VT) and Selection de Grains Nobles (SGN)
Madiran AC wine is primarily made from which grape?,Tannat,"Riesling, Muscat, Gewurztraminer, Pinot Gris","Riesling, Muscat, Gewurztraminer, Pinot Gris","Sauvignon Blanc, Pinot Noir"
A Cote de Nuits Villages wine will be predominantly made from which grape?,Pinot Noir,Vendange Tardive (VT) and Selection de Grains Nobles (SGN),Vendange Tardive (VT) and Selection de Grains Nobles (SGN),"Riesling, Muscat, Gewurztraminer, Pinot Gris"
Which grapes are typically used to produce Fitou AC wines?,"Carignan, Grenache, Syrah",14% for Riesling and Muscat; 15.3% for Pinot Gris and Gewurztraminer,14% for Riesling and Muscat; 15.3% for Pinot Gris and Gewurztraminer,Vendange Tardive (VT) and Selection de Grains Nobles (SGN)
Which grapes are typically used to produce Minervois AC wines?,"Grenache, Syrah, Mourvedre",16.4% for Riesling and Muscat; 18.2% for Pinot Gris and Gewurztraminer,16.4% for Riesling and Muscat; 18.2% for Pinot Gris and Gewurztraminer,14% for Riesling and Muscat; 15.3% for Pinot Gris and Gewurztraminer
In which region are Fitou AC wines produced?,Languedoc-Roussillon,"Pinot Blanc, Sylvaner, Pinot Noir","Pinot Blanc, Sylvaner, Pinot Noir",16.4% for Riesling and Muscat; 18.2% for Pinot Gris and Gewurztraminer
In which region are Corbieres AC wines produced?,Languedoc-Roussillon,The Vosges,The Vosges,"Pinot Blanc, Sylvaner, Pinot Noir"
In which region are Minervois AC wines produced?,Languedoc-Roussillon,100%,100%,The Vosges
In which region are Bandol AC wines produced?,Provence,The Loire Valley,The Loire Valley,100%
Which grape is predominant in the production of Bandol AC wines?,Mourvedre,The Loire Valley,The Loire Valley,The Loire Valley
In which region is Faugeres?,Languedoc-Roussillon,The Loire Valley,The Loire Valley,The Loire Valley
In which region is Saint Chinian?,Languedoc-Roussillon,Sauvignon Blanc,Sauvignon Blanc,The Loire Valley
What is the German expression for a wine from a single vineyard?,Einzellage,"Sauvignon Blanc, Pinot Noir","Sauvignon Blanc, Pinot Noir",Sauvignon Blanc
What is the German expression for a group of adjoining vineyards?,Grosslage,"Sauvignon Blanc, Chenin Blanc","Riesling, Muscat, Gewurztraminer, Pinot Gris","Sauvignon Blanc, Pinot Noir"
What is the German expression for a wine producing commune?,Gemeinde,"Gamay, Cabernet Franc",Vendange Tardive (VT) and Selection de Grains Nobles (SGN),"Riesling, Muscat, Gewurztraminer, Pinot Gris"
"What is the German expression for a district within a Quality region, consisting of several communes?",Bereich,Cabernet Franc,14% for Riesling and Muscat; 15.3% for Pinot Gris and Gewurztraminer,Vendange Tardive (VT) and Selection de Grains Nobles (SGN)
What is the German expression for a designated quality region?,Anbaugebiet,Cabernet Franc,16.4% for Riesling and Muscat; 18.2% for Pinot Gris and Gewurztraminer,14% for Riesling and Muscat; 15.3% for Pinot Gris and Gewurztraminer
"What proportion of wine must come from the specified source if a German wine us labelled Bereich, Grosslage or Einzellage?",85%,Chenin Blanc & Cabernet Franc,"Pinot Blanc, Sylvaner, Pinot Noir",16.4% for Riesling and Muscat; 18.2% for Pinot Gris and Gewurztraminer
What is the German word for dry (in relation to wine)?,Trocken,The Loire Valley,The Vosges,"Pinot Blanc, Sylvaner, Pinot Noir"
What is the German expression for off-dry?,Halbtrocken,The Loire Valley,100%,The Vosges
"What does the German expression ""Classic"" mean when referring to a wine?","Harmoniously dry, with a minimum alcohol level of 12% (11.5% in Mosel); must be from a single grape variety frmo a single vintage in a single region",The Loire Valley,The Loire Valley,100%
In which 4 regions can Liebfraumilch be produced?,"Rheinhessen, Pfalz, Rheingau, Nahe",The Loire Valley,The Loire Valley,The Loire Valley
Which is the most widely planted grape in Germany?,Riesling,Chenin Blanc,The Loire Valley,The Loire Valley
What is the German expression for unfermented grape juice?,Sussreserve,Chenin Blanc,Sauvignon Blanc,The Loire Valley
Piesport is in which German wine-growing region?,"Mosel, Germany","Chenin Blanc, Cabernet Franc, Grolleau, Gamay","Sauvignon Blanc, Pinot Noir",Sauvignon Blanc
Bernkastel wine is made in which region?,"Mosel, Germany",Muscadet,"Riesling, Muscat, Gewurztraminer, Pinot Gris","Sauvignon Blanc, Pinot Noir"
Brauneberg wine is made in which region?,"Mosel, Germany",,,
Wehlen wine is made in which region?,"Mosel, Germany",Einzellage,"Sauvignon Blanc, Pinot Noir","Sauvignon Blanc, Pinot Noir"
Graach wine is made in which region?,"Mosel, Germany",Grosslage,"Sauvignon Blanc, Chenin Blanc","Riesling, Muscat, Gewurztraminer, Pinot Gris"
Erden wine is madein which region?,"Mosel, Germany",Gemeinde,"Gamay, Cabernet Franc",Vendange Tardive (VT) and Selection de Grains Nobles (SGN)
Schlossbockelheim wine is made in which region?,"Nahe, Germany",Bereich,Cabernet Franc,14% for Riesling and Muscat; 15.3% for Pinot Gris and Gewurztraminer
Johannisberg is in which wine region?,"Rheingau, Germany",Anbaugebiet,Cabernet Franc,16.4% for Riesling and Muscat; 18.2% for Pinot Gris and Gewurztraminer
Bad Kreuznach is in which wine growing region?,"Nahe, Germany",85%,Chenin Blanc & Cabernet Franc,"Pinot Blanc, Sylvaner, Pinot Noir"
Rudesheim is in which wine growing region?,"Rheingau, Germany",Trocken,The Loire Valley,The Vosges
Geisenheim is in which wine growing region?,"Rheingau, Germany",Halbtrocken,The Loire Valley,100%
Winkel is in which wine growing region?,"Rheingau, Germany","Harmoniously dry, with a minimum alcohol level of 12% (11.5% in Mosel); must be from a single grape variety frmo a single vintage in a single region",The Loire Valley,The Loire Valley
Oestrich is a village in which German wine region?,Rheingau,"Rheinhessen, Pfalz, Rheingau, Nahe",The Loire Valley,The Loire Valley
Eltville is in which wine growing region?,"Rheingau, Germany",Riesling,Chenin Blanc,The Loire Valley
Nierstein is in which wine growing region?,"Rheinhessen, Germany",Sussreserve,Chenin Blanc,Sauvignon Blanc
Which German wine region has the greatest area under vine?,Rheinhessen,"Mosel, Germany","Chenin Blanc, Cabernet Franc, Grolleau, Gamay","Sauvignon Blanc, Pinot Noir"
Kaiserstuhl Spatburgunder wines are made in which region?,"Baden, Germany","Mosel, Germany",Muscadet,"Riesling, Muscat, Gewurztraminer, Pinot Gris"
Kaiserstuhl Spatburgunder wines are predominantly made from which grape?,Pinot Noir,"Harmoniously dry, with a minimum alcohol level of 12% (11.5% in Mosel); must be from a single grape variety frmo a single vintage in a single region",The Loire Valley,The Loire Valley
Forst is in which wine growing region?,"Pfalz, Germany","Harmoniously dry, with a minimum alcohol level of 12% (11.5% in Mosel); must be from a single grape variety frmo a single vintage in a single region",The Loire Valley,The Loire Valley
